"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1860238628515119113","Thu Nov 28 03:25:21 +0000 2024","0","@purunto_orihiro コーヒー味は まだ食べた事ないので 食べてみたいです╰(*´︶`*)╯","1861974633106583656","","purunto_orihiro","ja","","0","0","0","https://x.com/178__tak/status/1861974633106583656","832938229884006400","178__tak"
"1861972597262692613","Thu Nov 28 03:25:20 +0000 2024","0","@kokuri_kurune おはようございます 気を付けていってらっしゃ～い","1861974633031024955","","kokuri_kurune","ja","王牌の3番目くらい","0","0","0","https://x.com/Toro_Tak3/status/1861974633031024955","2589025675","Toro_Tak3"
"1861974632904925385","Thu Nov 28 03:25:20 +0000 2024","0","استوريل خيتافي تورينو ليون فالنسيا ڪۆد خضم مباشر ⎐فرست▬كراى⎐▬فيرستكراى▬ ← AFH3","1861974632904925385","","","ckb","Croatia","0","0","0","https://x.com/HeatherTho21349/status/1861974632904925385","1754799632146718720","HeatherTho21349"
"1861974632318001406","Thu Nov 28 03:25:20 +0000 2024","0","This doesnt work in a (kinda) traditional malay household Me *maghrib bukak lampu oyen* Parents Apa malam² lampu malap tak nampak ni *switches on pendaflour*","1861974632318001406","","","in","","0","0","0","https://x.com/irsmsr/status/1861974632318001406","1343721072894517248","irsmsr"
"1861974419117392317","Thu Nov 28 03:24:29 +0000 2024","0","Tak sanggup nak ldr lagi dah lepas kahwin tapi hmm ","1861974419117392317","","","in","Jitra, Kedah","0","0","0","https://x.com/nfxziraaa_/status/1861974419117392317","523973611","nfxziraaa_"
"1861973162952724725","Thu Nov 28 03:24:29 +0000 2024","0","@jessicathayya sosis ku mau?","1861974416076541976","","jessicathayya","in","KEPO LU MONYETT","0","0","0","https://x.com/Tubaa47287331/status/1861974416076541976","1255446781183344643","Tubaa47287331"
"1861546091906506783","Thu Nov 28 03:24:28 +0000 2024","0","@kabarheboh01 tolol bat anjing ga ngotak manusia sampah lu Agus","1861974411710169140","","kabarheboh01","in","Mamam Bakso & Mie Ayam","0","0","0","https://x.com/syahrialsamik/status/1861974411710169140","1254313991255371779","syahrialsamik"
"1861805031537967456","Thu Nov 28 03:24:27 +0000 2024","0","@summerbrxxze @uditaw_ Peakkkkkkk...lu https://t.co/Hadehhrvif hidupppp dipikiran Lo sendiri...padahal dunia bekerja tak se simplenitu","1861974408304505338","","summerbrxxze","in","","0","0","0","https://x.com/LJayapura/status/1861974408304505338","3012153619","LJayapura"
"1861719161384444007","Thu Nov 28 03:24:26 +0000 2024","0","@hvsno @tv3malaysia Kesian nurse tak memasal kena maki padahal dia bantu sebersalah kita","1861974406345699535","","hvsno","in","Malaysia","0","0","0","https://x.com/Shopwithned/status/1861974406345699535","1698372361064742912","Shopwithned"
"1861974405754036484","Thu Nov 28 03:24:26 +0000 2024","0","Pamiętasz od kiedy korzystasz z serwisu X? Ja tak! #MójJubileuszX https://t.co/bkZ8Jg5dIH","1861974405754036484","https://pbs.twimg.com/media/GdcP1aAWEAAcsJa.jpg","","pl","","0","0","0","https://x.com/lolmog1/status/1861974405754036484","972465056","lolmog1"
"1861974399781601385","Thu Nov 28 03:24:25 +0000 2024","0","Settle pindah rumah baru we both execute plan yg lain. Selagi tak pindah kepala aku serabut dan tak tenteram aku nk buat any activity dkt sini.","1861974399781601385","","","in","","0","0","0","https://x.com/shvshvv/status/1861974399781601385","368408563","shvshvv"
"1861974397512560686","Thu Nov 28 03:24:24 +0000 2024","0","Stress murid penting. Stress cikgu tak penting. Tu sebab datang jawapan peperiksaan macam ni. Jenis belajar main-main.","1861974397512560686","","","in","🇲🇾","0","0","0","https://x.com/ohmymymy_lina/status/1861974397512560686","17222912","ohmymymy_lina"
"1861974397185319095","Thu Nov 28 03:24:24 +0000 2024","0","The superior loves me so much that they wanna terminate that bitch immediately but i tak jahat lagi so i kata its okay last chance ","1861974397185319095","","","en","","0","0","0","https://x.com/tyramehigh/status/1861974397185319095","1480441818621755392","tyramehigh"
"1857351430861967794","Thu Nov 28 03:24:24 +0000 2024","0","@DeepakSEditor congress k time kudh rajeev bolta tha ki logo tak 5 paisey pahuchatey hai chamchey tu kya Modi ji ki baat ker raha","1861974395738050614","","DeepakSEditor","hi","","0","0","0","https://x.com/dharam165/status/1861974395738050614","1791000552358268928","dharam165"
"1861974393112666379","Thu Nov 28 03:24:23 +0000 2024","0","tak sampai seminggu member kerja shift kita dah rasa macam terabai dramatic nya nazurahh","1861974393112666379","","","in","","0","1","0","https://x.com/juasfan/status/1861974393112666379","1746143770905804800","juasfan"
"1861973729405960509","Thu Nov 28 03:24:23 +0000 2024","0","@birojodofisipol owo goblok","1861974392772915288","","birojodofisipol","in","abby ","0","0","0","https://x.com/tsireyha/status/1861974392772915288","1071197640858071040","tsireyha"
"1861974385264922851","Thu Nov 28 03:24:21 +0000 2024","0","ريمس تورينو أنجيه ▬نمشؾ▬ ◗CX10◖ ▬ٺون▬ ◗SAAS◖","1861974385264922851","","","ar","Cape Verde","0","0","0","https://x.com/MooreEliza26474/status/1861974385264922851","1735184326495715328","MooreEliza26474"
"1861963109474418903","Thu Nov 28 03:24:21 +0000 2024","0","@seungtoppi1031 haah start around 11 pm tapi plan nak stop by 3 am ke gituu tapi tak mengantuk pulak tiber dah pukul 4 macam ehh tunggu jelah subuh terus i lepas subuh baru tidur","1861974383830667486","","seungtoppi1031","in","","0","0","0","https://x.com/n_fiastra/status/1861974383830667486","1841062071112515587","n_fiastra"
"1861923765892104585","Thu Nov 28 03:24:19 +0000 2024","0","@craigansibin @EeyiYik Nak tanyaa kalau yg sold out kan ada possibility boleh beli balik tak after habis early bird punya period?","1861974375215329648","","craigansibin","in","","0","0","0","https://x.com/mikasatolo/status/1861974375215329648","1539485871350554625","mikasatolo"
"1861961872360264164","Thu Nov 28 03:24:18 +0000 2024","0","@lsasukeyell Alamak lupa UCL format baru . Dulu kalau tak lepas group stage masuk europa league ","1861974371822346697","","lsasukeyell","in","Rabbiyah ⇆ Stamford Bridge","0","0","0","https://x.com/AmiraulMeireles/status/1861974371822346697","591762568","AmiraulMeireles"
"1861974368928334036","Thu Nov 28 03:24:18 +0000 2024","0","Punya la tak tahu malu FAM ni. 10 hari lagi nak start AMEC pun tak announce lagi senarai pemain yang dapat call up. https://t.co/zOZAycQ7Qg","1861974368928334036","https://pbs.twimg.com/media/GdcP0U4bcAE2BKA.jpg","","in","","0","0","0","https://x.com/iznoanswer/status/1861974368928334036","636435570","iznoanswer"
"1861583965146185824","Thu Nov 28 03:24:17 +0000 2024","0","@Bizzygrindday Tak nak. Nak makan banyak.","1861974365228958176","","Bizzygrindday","in","","0","0","0","https://x.com/itsmezara50/status/1861974365228958176","1792429483703844864","itsmezara50"
"1861974364788253051","Thu Nov 28 03:24:17 +0000 2024","0","selepas diberi hadiah iphone dari ruto dan sahi makin tajin update maybe tak lupa dah passwordnya","1861974364788253051","","","in","","0","0","0","https://x.com/izzah2498/status/1861974364788253051","1549215720797798400","izzah2498"
"1861974362997596492","Thu Nov 28 03:24:16 +0000 2024","0","居抜きした店8ヶ月で潰すって何事？何とかファイターさん何がしたかったん？","1861974362997596492","","","ja","デジタルウィッチ","0","0","0","https://x.com/tak_s_n/status/1861974362997596492","1846043522564227072","tak_s_n"
"1861974354260820081","Thu Nov 28 03:24:14 +0000 2024","0","Klu aku remidi 4× lagi ni ntk aku bakal nangis. Soalnya aku sendiri yg goblok di mtk ama remidi sendiri","1861974354260820081","","","in","Di hatimu","0","0","0","https://x.com/Xzzavir_/status/1861974354260820081","1620687286915719169","Xzzavir_"
"1861973814491685141","Thu Nov 28 03:24:13 +0000 2024","0","@txtdrzei tak dulang ta wkwk","1861974349928132915","","txtdrzei","in","","0","1","0","https://x.com/ssoecc/status/1861974349928132915","1820578829875937280","ssoecc"
"1861688035068326198","Thu Nov 28 03:24:13 +0000 2024","0","@KrishnajiRawat1 Jab tak india mein ipl chalega log bewakoof bante rehenge","1861974349051515329","","KrishnajiRawat1","in","Kolkata","0","0","0","https://x.com/RonnieShahzada/status/1861974349051515329","1815898060570124295","RonnieShahzada"
"1861969013808718214","Thu Nov 28 03:24:12 +0000 2024","0","@TAJ04HANNI Aku search di gugel goofy artinya bodoh ","1861974344622297417","","TAJ04HANNI","in","","0","0","0","https://x.com/TAJ02EUNSOO/status/1861974344622297417","1096352527396700160","TAJ02EUNSOO"
"1860488506583478710","Thu Nov 28 03:24:11 +0000 2024","0","@sponichiboat 応募させていただきますᕦ(ò_óˇ)ᕤ","1861974342420267072","","sponichiboat","ja","","0","0","0","https://x.com/178__tak/status/1861974342420267072","832938229884006400","178__tak"
"1861974341707276596","Thu Nov 28 03:24:11 +0000 2024","0","Seronok tengok kengkawan makin ramai bersokan pakai seluar panjang &amp; loose2.. Tapi preference memasing. Yang penting tugas kita dah lepas. Nak menegur boleh tapi jangan sampai buat orang terasa hati taw. Sokan komuniti ni tak besar mana pusing2 situ je..","1861974341707276596","","","in","Johor bahru","0","0","0","https://x.com/azriadnanx/status/1861974341707276596","259380565","azriadnanx"
"1861972933482295627","Thu Nov 28 03:24:10 +0000 2024","0","@yume_loveyume 気持ち良さそう休憩中かな?ゆめちゃんをゆっくり見ていたいです","1861974338226037146","","yume_loveyume","ja","","0","0","0","https://x.com/miit4982/status/1861974338226037146","1840118830355664896","miit4982"
"1861248710308667398","Thu Nov 28 03:24:10 +0000 2024","0","@501Awani Please laa kembalikan je exam2 penting tuuu.. lani adik2 aku semua malas sekolah dh taktahu nk ckp mcm mana. Bising2 marah2 pon ttp buat pekak. Buat skolah tu tak penting. Ada exam xdtg. Boleh kata nnt cg kasi ambik smula. Seminggu sekali je dtg skolah.. Memanjang ponteng haihh","1861974336770630064","","501Awani","in","","0","0","0","https://x.com/Piqa_Fira/status/1861974336770630064","287142512","Piqa_Fira"
"1861970135583764761","Thu Nov 28 03:24:09 +0000 2024","0","@satyagodara Hmare Idhar To ab tak bana hi nahi hai Kam Chal raha hai","1861974334706745717","","satyagodara","hi","Sanchore ","0","0","0","https://x.com/tigergodara_/status/1861974334706745717","2827536626","tigergodara_"
"1861965892562952522","Thu Nov 28 03:24:09 +0000 2024","0","@Versi_Jelek @A_FionyJKT48 @Freya_JKT48 @officialJKT48 Apakah ini bisa disebut tertikung di saat terakhir ?","1861974334291812609","","Versi_Jelek","in","Depok, Jawa Barat, Indonesia","0","0","0","https://x.com/aryohadiyuda100/status/1861974334291812609","350059974","aryohadiyuda100"
"1861909110784217440","Thu Nov 28 03:24:09 +0000 2024","0","@Tamunull anjer niat nya jelek amat dah","1861974332605681729","","Tamunull","in","","0","0","0","https://x.com/mtonjok/status/1861974332605681729","1383734619359510536","mtonjok"
"1861687455315042494","Thu Nov 28 03:24:09 +0000 2024","0","@meinmokhtar Honestly maybe can check why he don't wanna go to school like whats the reasoning. Check also if he has any learning difficulties yg buat dia rasa tak nak belajar. Also check if he has any dev delays/disorder such as adhd or autism or etc.","1861974332295246307","","meinmokhtar","en","","0","0","0","https://x.com/EliTheEels/status/1861974332295246307","1242104290170138626","EliTheEels"
"1861974324586127456","Thu Nov 28 03:24:07 +0000 2024","0","Agaknya kalau @FadhlinaSiddiq jadi Menteri Sumber Manusia mesti KPI tahunan dimansuhkan sebagai langkah mengurangkan tekanan pekerja Ejas lah YB @scheekeong ikut jejak langkah YB Fadhlina buat pemansuhan KPI. Pekerja pun tak nak stress jugak bukan pelajar dan murid je ","1861974324586127456","","","in","","0","0","0","https://x.com/thelivingtr/status/1861974324586127456","1376747341","thelivingtr"
"1861733217428214166","Thu Nov 28 03:24:05 +0000 2024","0","@JavedMustafa_ Aawedan to Kiya tha maine par paisa nhi aaya abhi tak","1861974315257975277","","JavedMustafa_","hi","","0","0","0","https://x.com/Sumit2743/status/1861974315257975277","1617145514977271811","Sumit2743"
"1861748212958372305","Thu Nov 28 03:24:04 +0000 2024","0","@DosenGarisLucu 10 tahun menjabat di Jateng rakyatnya tetap miskin dan bodoh pantesan kalah d pilpres ","1861974311390851494","","DosenGarisLucu","in","","0","0","0","https://x.com/zenni_gonzales/status/1861974311390851494","1712476283379290112","zenni_gonzales"
"1861414236259524829","Thu Nov 28 03:24:01 +0000 2024","0","@hnirankara Semoga keluh kesah anda dibaca oleh kaum 58% meskipun mereka tak mengerti apa yg mereka baca....wkwkwkwk","1861974299768484141","","hnirankara","in","","0","0","0","https://x.com/KagawaNaru42054/status/1861974299768484141","1739592367488024576","KagawaNaru42054"
"1861974299646820363","Thu Nov 28 03:24:01 +0000 2024","0","こんにちは。 今日は朝から天気もよく強い風が吹いてます。 ふと立ち寄ったところでOfficial髭男dismのこの曲(パラボラ)が流れてちょっと気分が晴れてきました この曲、個人的には好きです 午後も頑張りましょう https://t.co/sCakEdzTig","1861974299646820363","","","ja","埼玉県","0","0","0","https://x.com/komasan19560/status/1861974299646820363","1711690289562447872","komasan19560"
"1861973990182633843","Thu Nov 28 03:23:59 +0000 2024","0","AKU HAFAL KEMAIN ASTU TAK KELUAR","1861974293212794965","","kithfwairy","in","","0","0","0","https://x.com/kithfwairy/status/1861974293212794965","1837435254917025796","kithfwairy"
"1861791587656765572","Thu Nov 28 03:23:59 +0000 2024","0","@MashwaniAzhar 27 نومبر، وہ دن کہ اس کے بعد سے پاکستان تبدیل ھوگیا۔ اب جب تک ان فوجی درندوں سے ملک کو پاک نہیں کر لیتے چین نہیں لیں گے۔کون ریاست؟ کیسی ریاست؟ یہ قتل عام ناجائز غیر قانونی حکمرں فوج نے کیا ھے کسی ریاست نے نہیں","1861974292553941376","","MashwaniAzhar","ur","","0","0","0","https://x.com/takatak1186/status/1861974292553941376","1787928245192589312","takatak1186"
"1861974290993991871","Thu Nov 28 03:23:59 +0000 2024","7","120分120分うるせーな！！ たかだか1ユーザーの1ポストでわーわーなるんなら俺が「2時50分はエガちゃんです。」ってゆーたらみんな黒タイツ履くんか！？ 「2時50分なのに黒タイツ履いてこなくてごめんね...。」 「エガちゃんにならなくても大丈夫ですよ！」","1861974290993991871","","","ja","大阪","1","0","0","https://x.com/candyosaka_tak/status/1861974290993991871","1389811923965800449","candyosaka_tak"
"1787496530334888190","Thu Nov 28 03:23:58 +0000 2024","0","@serenenightt mada - ngasih pap - di puji - bilang makasih si jelek - ngasih pap - di puji - lah gw mah emang ganteng ","1861974288498381002","","serenenightt","in","ot7🏡","0","0","0","https://x.com/hiyeeepooo/status/1861974288498381002","1501047192756588547","hiyeeepooo"
"1861802463504048428","Thu Nov 28 03:23:56 +0000 2024","0","@JhonSitorus_18 Prajurit tak mengenal kalah karena kemenanfan hakiki adalah tidak terjolimi dan tetap berdiri tagak","1861974279799377962","","JhonSitorus_18","in","","0","0","0","https://x.com/MasdoniA83072/status/1861974279799377962","1858061043442106368","MasdoniA83072"
"1861974279518330946","Thu Nov 28 03:23:56 +0000 2024","0","OH MY GOD SO INTERESTING??? please jangan sampe kyk my love mix up jelek bgt maap ","1861974279518330946","","","in","","0","0","0","https://x.com/skyonsummer/status/1861974279518330946","1363377701197766657","skyonsummer"
"1861965892562952522","Thu Nov 28 03:23:56 +0000 2024","0","@Versi_Jelek @A_FionyJKT48 @Freya_JKT48 @officialJKT48 lahk gak sampe 50% suara lanjut putaran 2","1861974277886796079","","Versi_Jelek","in","","0","0","0","https://x.com/fano_kun/status/1861974277886796079","3278327833","fano_kun"
"1861973832648810809","Thu Nov 28 03:23:56 +0000 2024","0","ini kalo kemarin gue salah dan harus bayar paket yg kedua nanti ya gapapa CUMA MISKOMNYA JELEK BANGET ASU ah baru bangun udh badmood parah gini","1861974277559607579","","ittsmesaL","in","Eiffel Tower, 1er, 75007 Paris","0","0","0","https://x.com/ittsmesaL/status/1861974277559607579","1593539589767331840","ittsmesaL"
"1861973305668030680","Thu Nov 28 03:23:55 +0000 2024","0","KERIKIL PANAS MANA MAU TAK GENGGAM biarkan masio bukan tanganmu yg penting bisa meredakan kroseng ku","1861974273419874698","","kocaxlu","in","96'kid","0","0","0","https://x.com/kocaxlu/status/1861974273419874698","1427526829456302085","kocaxlu"
"1861974267577172294","Thu Nov 28 03:23:53 +0000 2024","0","hmm aku dulu penuh sampai line dalam kertas pun tak cukup masa tulis tu memang rasa macam merepek tapi ada jugak dapat curi markah kat situ. atleast try dikkkk","1861974267577172294","","","in","","0","0","0","https://x.com/caramelt0astt/status/1861974267577172294","1457960965417287684","caramelt0astt"
"1861822531352543319","Thu Nov 28 03:23:53 +0000 2024","0","@theskindoctor13 @mr_mayank @mr_mayank karwa li beijjati congressi chamche jab tak Jalil nahi hote tab tak mante nahi.","1861974265178014083","","theskindoctor13","hi","Hindurastra ","0","0","0","https://x.com/Hindutva_Heart/status/1861974265178014083","1859137609324523522","Hindutva_Heart"
"1861974261755527677","Thu Nov 28 03:23:52 +0000 2024","0","ㅤ ㅤ Ya sih keluarga gue juga gak ada yang jelek soalnya. ㅤ ㅤ","1861974261755527677","","","in","NSFW!, flirty!ic, non-comit! ","0","0","0","https://x.com/BIRUPUCAT_/status/1861974261755527677","1702921340226043904","BIRUPUCAT_"
"1861938116849697099","Thu Nov 28 03:23:52 +0000 2024","0","@tanyakanrl yg penting masa depannya ga jelek","1861974260438515967","","tanyakanrl","in","","0","0","0","https://x.com/pausaurusss/status/1861974260438515967","1024073745323835392","pausaurusss"
